nft_id,price_value
13278,821600000000000000
13279,821600000000000000
13280,821600000000000000
13281,821600000000000000
13282,821800000000000000
13283,822000000000000000
13284,822000000000000000
13285,822000000000000000
13286,881900000000000000
13287,2310000000000000000
13288,822200000000000000
13289,822400000000000000
13290,822400000000000000
13291,822400000000000000
13292,839200000000000000
13293,822400000000000000
13294,822400000000000000
13295,832700000000000000
13296,822400000000000000
13297,822600000000000000
13298,822600000000000000
13299,822800000000000000
13300,1107500000000000000
13301,822800000000000000
13302,823000000000000000
13303,823000000000000000
13304,849500000000000000
13305,823200000000000000
13306,823200000000000000
13307,823200000000000000
13308,823200000000000000
13309,823200000000000000
13310,823400000000000000
13311,823400000000000000
13312,853100000000000000
13313,823600000000000000
13314,823600000000000000
13315,823600000000000000
13316,840200000000000000
13317,823800000000000000
13318,824000000000000000
13319,824000000000000000
13320,824000000000000000
13321,824000000000000000
13322,861100000000000000
13323,824000000000000000
13324,824200000000000000
13325,824400000000000000
13326,824400000000000000
13327,824400000000000000
13328,824400000000000000
13329,824400000000000000
13330,824400000000000000
13331,824600000000000000
13332,824600000000000000
13333,824800000000000000
13334,824800000000000000
13335,824800000000000000
13336,824800000000000000
13337,2310000000000000000
13338,824800000000000000
13339,825000000000000000
13340,825200000000000000
13341,825200000000000000
13342,825200000000000000
13343,1004400000000000000
13344,825200000000000000
13345,825400000000000000
13346,825600000000000000
13347,825600000000000000
13348,861100000000000000
13349,825600000000000000
13350,825600000000000000
13351,825600000000000000
13352,825600000000000000
13353,825800000000000000
13354,849400000000000000
13355,826000000000000000
13356,826000000000000000
13357,826000000000000000
13358,826000000000000000
13359,826200000000000000
13360,826200000000000000
13361,4750000000000000000
13362,826400000000000000
13363,826400000000000000
13364,826400000000000000
13365,826400000000000000
13366,1108200000000000000
13367,1470100000000000000
13368,826600000000000000
13369,826800000000000000
13370,826800000000000000
13371,826800000000000000
13372,826800000000000000
13373,827000000000000000
13374,827000000000000000
13375,827200000000000000
13376,827200000000000000
13377,827200000000000000
13378,827200000000000000
13379,827200000000000000
13380,827200000000000000
13381,827400000000000000
13382,827600000000000000
13383,827600000000000000
13384,827600000000000000
13385,827600000000000000
13386,855000000000000000
13387,827800000000000000
13388,828000000000000000
13389,828000000000000000
13390,828000000000000000
13391,828000000000000000
13392,828000000000000000
13393,828000000000000000
13394,828000000000000000
13395,828000000000000000
13396,828200000000000000
13397,828400000000000000
13398,828400000000000000
13399,828400000000000000
13400,828400000000000000
13401,828400000000000000
13402,828600000000000000
13403,828600000000000000
13404,828800000000000000
13405,828800000000000000
13406,828800000000000000
13407,828800000000000000
13408,828800000000000000
13409,828800000000000000
13410,828800000000000000
13411,829000000000000000
13412,829200000000000000
13413,830700000000000000
13414,829200000000000000
13415,829200000000000000
13416,829200000000000000
13417,829200000000000000
13418,829200000000000000
13419,829200000000000000
13420,829200000000000000
13421,829200000000000000
13422,829200000000000000
13423,829200000000000000
13424,829200000000000000
13425,829200000000000000
13426,829200000000000000
13427,829200000000000000
13428,829200000000000000
13429,829200000000000000
13430,829200000000000000
13431,829200000000000000
13432,829200000000000000
13433,829200000000000000
13434,829200000000000000
13435,829200000000000000
13436,829200000000000000
13437,829200000000000000
13438,829200000000000000
13439,829200000000000000
13440,1470100000000000000
13441,829200000000000000
13442,829200000000000000
13443,829200000000000000
13444,829200000000000000
13445,829200000000000000
13446,829200000000000000
13447,829200000000000000
13448,829200000000000000
13449,829200000000000000
13450,829200000000000000
13451,829200000000000000
13452,829200000000000000
13453,829200000000000000
13454,829200000000000000
13455,829200000000000000
13456,829200000000000000
13457,829200000000000000
13458,829200000000000000
13459,829200000000000000
13460,1004400000000000000
13461,829200000000000000
13462,829200000000000000
13463,829200000000000000
13464,829200000000000000
13465,829200000000000000
13466,829200000000000000
13467,829200000000000000
13468,829200000000000000
13469,829200000000000000
13470,829200000000000000
13471,829200000000000000
13472,829200000000000000
13473,829200000000000000
13474,829200000000000000
13475,829200000000000000
13476,829200000000000000
13477,829200000000000000
13478,829200000000000000
13479,829200000000000000
13480,829200000000000000
13481,829200000000000000
13482,829200000000000000
13483,829200000000000000
13484,829200000000000000
13485,829200000000000000
13486,829200000000000000
13487,829200000000000000
13488,829200000000000000
13489,829200000000000000
13490,829200000000000000
13491,829200000000000000
13492,829200000000000000
13493,829200000000000000
13494,829200000000000000
13495,829200000000000000
13496,829200000000000000
13497,829200000000000000
13498,829200000000000000
13499,829200000000000000
13500,829200000000000000
13501,1004400000000000000
13502,829200000000000000
13503,829200000000000000
13504,829200000000000000
13505,829200000000000000
13506,829200000000000000
13507,829200000000000000
13508,2054500000000000000
13509,829200000000000000
13510,829200000000000000
13511,829200000000000000
13512,829200000000000000
13513,829200000000000000
13514,829200000000000000
13515,829200000000000000
13516,829200000000000000
13517,829200000000000000
13518,829200000000000000
13519,829200000000000000
13520,829200000000000000
13521,829200000000000000
13522,829200000000000000
13523,829200000000000000
13524,2256000000000000000
13525,829200000000000000
13526,829200000000000000
13527,829200000000000000
13528,861100000000000000
13529,829200000000000000
13530,829200000000000000
13531,829200000000000000
13532,829200000000000000
13533,829200000000000000
13534,829200000000000000
13535,829200000000000000
13536,829200000000000000
13537,829200000000000000
13538,829200000000000000
13539,829300000000000000
13540,829200000000000000
13541,861100000000000000
13542,829200000000000000
13543,829200000000000000
13544,829200000000000000
13545,829200000000000000
13546,829700000000000000
13547,1410000000000000000
13548,829200000000000000
13549,829200000000000000
13550,829200000000000000
13551,829200000000000000
13552,829200000000000000
13553,829200000000000000
13554,829200000000000000
13555,829200000000000000
13556,829200000000000000
13557,829700000000000000
13558,829200000000000000
13559,829200000000000000
13560,829200000000000000
13561,849700000000000000
13562,829200000000000000
13563,829200000000000000
13564,829200000000000000
13565,829200000000000000
13566,829200000000000000
13567,829200000000000000
13568,829200000000000000
13569,839400000000000000
13570,829200000000000000
13571,829200000000000000
13572,1800000000000000000
13573,829200000000000000
13574,829200000000000000
13575,829200000000000000
13576,829200000000000000
13577,829200000000000000
13578,829200000000000000
13579,829200000000000000
13580,829200000000000000
13581,829200000000000000
13582,829200000000000000
13583,829200000000000000
13584,829200000000000000
13585,829200000000000000
13586,829200000000000000
13587,829200000000000000
13588,829200000000000000
13589,829200000000000000
13590,829200000000000000
13591,829200000000000000
13592,849500000000000000
13593,829200000000000000
13594,829200000000000000
13595,829200000000000000
13596,829200000000000000
13597,829200000000000000
13598,829200000000000000
13599,829200000000000000
13600,829200000000000000
13601,829200000000000000
13602,829200000000000000
13603,829200000000000000
13604,829200000000000000
13605,829200000000000000
13606,829200000000000000
13607,829200000000000000
13608,829200000000000000
13609,829200000000000000
13610,829200000000000000
13611,880000000000000000
13612,829200000000000000
13613,829200000000000000
13614,829200000000000000
13615,829200000000000000
13616,829200000000000000
13617,829200000000000000
13618,829200000000000000
13619,829200000000000000
13620,829200000000000000
13621,829200000000000000
13622,829200000000000000
13623,829200000000000000
13624,829200000000000000
13625,829200000000000000
13626,829200000000000000
13627,829200000000000000
13628,829200000000000000
13629,829200000000000000
13630,829200000000000000
13631,829200000000000000
13632,829200000000000000
13633,829200000000000000
13634,829200000000000000
13635,829200000000000000
13636,829200000000000000
13637,1003500000000000000
13638,829200000000000000
13639,829200000000000000
13640,1120300000000000000
13641,829200000000000000
13642,829200000000000000
13643,829200000000000000
13644,829200000000000000
13645,859500000000000000
13646,829200000000000000
13647,829200000000000000
13648,829200000000000000
13649,829200000000000000
13650,829200000000000000
13651,829200000000000000
13652,829200000000000000
13653,829200000000000000
13654,829200000000000000
13655,829200000000000000
13656,829200000000000000
13657,829200000000000000
13658,829200000000000000
13659,829200000000000000
13660,860000000000000000
13661,829200000000000000
13662,881900000000000000
13663,829200000000000000
13664,849700000000000000
13665,849700000000000000
13666,829200000000000000
13667,829200000000000000
13668,866000000000000000
13669,829200000000000000
13670,829200000000000000
13671,829200000000000000
13672,829200000000000000
13673,829200000000000000
13674,1800000000000000000
13675,835300000000000000
13676,829200000000000000
13677,829200000000000000
13678,829200000000000000
13679,829200000000000000
13680,829200000000000000
13681,829200000000000000
13682,829200000000000000
13683,829200000000000000
13684,830100000000000000
13685,829200000000000000
13686,829200000000000000
13687,829200000000000000
13688,829200000000000000
13689,829200000000000000
13690,829200000000000000
13691,829200000000000000
13692,829200000000000000
13693,829200000000000000
13694,829200000000000000
13695,839300000000000000
13696,839400000000000000
13697,829200000000000000
13698,829200000000000000
13699,829200000000000000
13700,829200000000000000
13701,829200000000000000
13702,829200000000000000
13703,829200000000000000
13704,829200000000000000
13705,829200000000000000
13706,829200000000000000
13707,829200000000000000
13708,829200000000000000
13709,829200000000000000
13710,879100000000000000
13711,829200000000000000
13712,829200000000000000
13713,829200000000000000
13714,829200000000000000
13715,829200000000000000
13716,829200000000000000
13717,829200000000000000
13718,829200000000000000
13719,829200000000000000
13720,829200000000000000
13721,829200000000000000
13722,829200000000000000
13723,1004400000000000000
13724,829200000000000000
13725,849700000000000000
13726,829200000000000000
13727,829200000000000000
13728,829200000000000000
13729,829200000000000000
13730,829200000000000000
13731,829200000000000000
13732,829200000000000000
13733,829200000000000000
13734,829200000000000000
13735,829200000000000000
13736,829200000000000000
13737,829200000000000000
13738,1470100000000000000
13739,829600000000000000
13740,829200000000000000
13741,829200000000000000
13742,829200000000000000
13743,829200000000000000
13744,829200000000000000
13745,829200000000000000
13746,829200000000000000
13747,829200000000000000
13748,829200000000000000
13749,829200000000000000
13750,829200000000000000
13751,829200000000000000
13752,829200000000000000
13753,829200000000000000
13754,829200000000000000
13755,829200000000000000
13756,829200000000000000
13757,829200000000000000
13758,829200000000000000
13759,861100000000000000
13760,829200000000000000
13761,881900000000000000
13762,829200000000000000
13763,829200000000000000
13764,829200000000000000
13765,829200000000000000
13766,829200000000000000
13767,829200000000000000
13768,829200000000000000
13769,829200000000000000
13770,829200000000000000
13771,1740000000000000000
13772,829200000000000000
13773,829200000000000000
13774,855300000000000000
13775,829200000000000000
13776,829200000000000000
13777,881900000000000000
13778,829200000000000000
13779,829200000000000000
13780,871900000000000000
13781,829200000000000000
13782,829200000000000000
13783,829200000000000000
13784,1003500000000000000
13785,829200000000000000
13786,855300000000000000
13787,829200000000000000
13788,829200000000000000
13789,829200000000000000
13790,829200000000000000
13791,829200000000000000
13792,829200000000000000
13793,829200000000000000
13794,829200000000000000
13795,829200000000000000
13796,830100000000000000
13797,829200000000000000
13798,829200000000000000
13799,829200000000000000
13800,829200000000000000
13801,829200000000000000
13802,829200000000000000
13803,829200000000000000
13804,829200000000000000
13805,829200000000000000
13806,850400000000000000
13807,829200000000000000
13808,829200000000000000
13809,829200000000000000
13810,829200000000000000
13811,829200000000000000
13812,829200000000000000
13813,829200000000000000
13814,829200000000000000
13815,829200000000000000
13816,829200000000000000
13817,829200000000000000
13818,829200000000000000
13819,829200000000000000
13820,829200000000000000
13821,829200000000000000
13822,829200000000000000
13823,829200000000000000
13824,829200000000000000
13825,829200000000000000
13826,829300000000000000
13827,829300000000000000
13828,829300000000000000
13829,829500000000000000
13830,829600000000000000
13831,829600000000000000
13832,829800000000000000
13833,829800000000000000
13834,829900000000000000
13835,829900000000000000
13836,829900000000000000
13837,830100000000000000
13838,830200000000000000
13839,830200000000000000
13840,830400000000000000
13841,830500000000000000
13842,830500000000000000
13843,830700000000000000
13844,830800000000000000
13845,830800000000000000
13846,830800000000000000
13847,831000000000000000
13848,831100000000000000
13849,831100000000000000
13850,831100000000000000
13851,831300000000000000
13852,831400000000000000
13853,831400000000000000
13854,831600000000000000
13855,831700000000000000
13856,831700000000000000
13857,831900000000000000
13858,831900000000000000
13859,832000000000000000
13860,2300000000000000000
13861,832300000000000000
13862,832300000000000000
13863,832300000000000000
13864,832500000000000000
13865,832600000000000000
13866,1003500000000000000
13867,832800000000000000
13868,832900000000000000
13869,873100000000000000
13870,832900000000000000
13871,833100000000000000
13872,833200000000000000
13873,833400000000000000
13874,833500000000000000
13875,833500000000000000
13876,833500000000000000
13877,833800000000000000
13878,833800000000000000
13879,833800000000000000
13880,834000000000000000
13881,834100000000000000
13882,834100000000000000
13883,834300000000000000
13884,834400000000000000
13885,834400000000000000
13886,834400000000000000
13887,834700000000000000
13888,834700000000000000
13889,834700000000000000
13890,834900000000000000
13891,835000000000000000
13892,835000000000000000
13893,835000000000000000
13894,835200000000000000
13895,835300000000000000
13896,835300000000000000
13897,842000000000000000
13898,835600000000000000
13899,842700000000000000
13900,835600000000000000
13901,835800000000000000
13902,851300000000000000
13903,835900000000000000
13904,1474700000000000000
13905,836400000000000000
13906,836400000000000000
13907,836400000000000000
13908,836600000000000000
13909,836600000000000000
13910,836600000000000000
13911,836600000000000000
13912,836600000000000000
13913,836600000000000000
13914,836600000000000000
13915,836600000000000000
13916,836600000000000000
13917,836600000000000000
13918,836600000000000000
13919,836600000000000000
13920,836600000000000000
13921,836600000000000000
13922,849500000000000000
13923,836600000000000000
13924,836600000000000000
13925,860000000000000000
13926,836600000000000000
13927,836600000000000000
13928,836600000000000000
13929,836600000000000000
13930,836600000000000000
13931,836600000000000000
13932,836600000000000000
13933,841100000000000000
13934,836600000000000000
13935,836600000000000000
13936,836600000000000000
13937,836600000000000000
13938,836600000000000000
13939,836600000000000000
13940,836600000000000000
13941,836600000000000000
13942,836600000000000000
13943,836600000000000000
13944,836600000000000000
13945,836600000000000000
13946,1450000000000000000
13947,836600000000000000
13948,851500000000000000
13949,836600000000000000
13950,836600000000000000
13951,836600000000000000
13952,836600000000000000
13953,1450000000000000000
13954,836600000000000000
13955,836600000000000000
13956,836600000000000000
13957,836600000000000000
13958,836600000000000000
13959,836600000000000000
13960,836600000000000000
13961,836600000000000000
13962,836600000000000000
13963,836600000000000000
13964,836600000000000000
13965,836600000000000000
13966,836600000000000000
13967,836600000000000000
13968,836600000000000000
13969,836600000000000000
13970,836600000000000000
13971,836600000000000000
13972,836600000000000000
13973,836600000000000000
13974,836600000000000000
13975,836600000000000000
13976,836600000000000000
13977,836600000000000000
13978,836600000000000000
13979,836600000000000000
13980,836600000000000000
13981,836600000000000000
13982,836600000000000000
13983,836600000000000000
13984,836600000000000000
13985,836600000000000000
13986,836600000000000000
13987,836600000000000000
13988,836600000000000000
13989,836600000000000000
13990,836600000000000000
13991,836600000000000000
13992,836600000000000000
13993,836600000000000000
13994,836600000000000000
13995,836600000000000000
13996,836600000000000000
13997,836600000000000000
13998,836600000000000000
13999,836600000000000000
